48,12:34:22,31,10路
49,7:50:08,21,白石洲
49,8:19:10,22,上梅林
50,8:07:47,31,54路
50,17:44:32,31,M262（融）路
51,9:11:51,21,布吉
51,9:46:18,22,燕南
52,15:16:37,31,213路
53,8:18:24,31,107路
53,18:36:54,31,111路
54,17:34:09,22,莲花西
54,17:09:45,21,华侨城
55,18:22:29,22,大新
55,17:57:11,21,None
55,8:48:30,22,香蜜湖
55,8:18:10,21,大新
56,15:59:34,31,80路
56,14:56:20,31,65路
57,19:23:02,31,103B路
57,17:10:51,31,306路
58,10:54:29,31,27路
58,19:05:51,31,29路
59,10:21:05,31,M401
59,10:02:21,31,229路
60,18:21:29,31,M204
60,17:00:30,31,M204
61,19:04:36,31,375
62,19:27:15,31,3路
62,18:47:38,31,225路
62,8:24:54,31,103路
62,7:39:59,31,372
63,19:54:17,31,M287路
64,10:54:40,31,M362
64,18:15:06,21,景田
64,18:36:45,22,益田
65,18:34:42,21,福田口岸
65,19:13:28,22,清湖
66,20:11:10,21,华强北
66,20:44:19,22,长龙
66,20:48:23,31,M271
66,15:28:53,22,华强路
66,15:16:46,21,None
66,14:35:19,31,M373路
67,18:12:24,31,204路
68,18:01:45,31,M390
69,8:27:20,31,64路
69,22:44:53,31,64路
70,10:23:21,31,332(观澜)
70,16:12:04,31,332(观澜)
70,8:18:03,31,22路
71,8:18:10,31,62路
71,9:19:37,31,385
72,17:38:41,31,M204
72,11:33:33,31,313
72,13:56:43,31,313
73,7:54:45,31,64路
73,14:29:18,31,234路
73,13:03:34,31,234路
73,17:13:39,21,市民中心
73,17:42:03,22,太安
74,11:47:45,31,313
74,13:07:10,31,313
75,7:44:13,31,K204路
75,18:12:48,21,大剧院
75,18:51:06,22,桃园
75,18:57:52,31,382路
76,11:51:42,31,K204路
76,17:49:39,31,651
76,9:39:31,31,M241路
76,17:22:18,31,M241路
76,13:10:06,31,K113路
76,9:02:11,31,327
77,19:24:56,21,白石洲
77,19:38:22,22,None
78,6:48:38,31,209路
79,13:07:09,22,福田口岸
79,12:57:09,21,福民
79,20:14:21,21,福田口岸
79,20:22:57,22,福民
80,7:38:02,31,28路
81,7:40:23,31,M358
81,19:06:36,31,373
81,8:53:30,31,214路
81,18:35:48,21,老街
81,19:03:13,22,木棉湾
81,7:38:05,21,丹竹头
81,8:11:31,22,华强路
82,17:15:07,21,坪洲
82,18:14:18,22,红岭
82,9:27:16,21,红岭
82,10:32:22,22,坪洲
83,18:00:41,31,B761
84,18:05:08,31,707路
85,9:07:03,22,None
85,18:41:27,31,M375线（非融资混动）
85,8:33:00,31,M241路
85,8:46:06,21,桃园
86,15:21:32,31,K113路
86,9:58:27,31,111路
87,18:53:40,22,坪洲
87,8:27:12,22,侨城北
87,7:51:12,21,坪洲
87,18:17:59,21,侨城北
88,6:56:47,31,63路
88,15:22:59,31,377
89,16:17:58,31,42路
89,15:37:23,31,B683
89,14:10:39,31,M240
90,18:00:44,31,311
91,12:10:25,31,M303
91,17:23:54,21,五和
91,18:11:14,22,燕南
91,20:44:28,21,燕南
91,21:30:31,22,五和
91,13:24:15,22,五和
91,8:15:26,21,五和
91,12:22:40,21,南联
91,9:18:19,22,南联
91,9:22:17,31,M308
92,19:00:42,31,381
92,13:19:05,31,113路
93,17:11:10,22,华新
93,17:07:08,21,通新岭
94,6:37:35,31,M267
94,7:11:59,31,M287路
95,14:26:28,31,J1路
96,17:30:03,22,布心
96,17:07:26,21,五和
96,11:52:44,21,翠竹
96,14:09:34,21,国贸
96,15:06:19,22,五和
96,12:11:14,22,国贸
97,17:48:41,31,M383路
97,18:23:11,31,812
98,21:27:44,21,None
98,21:34:39,22,罗湖
99,17:39:49,31,387
99,16:43:47,31,1路
100,18:08:19,31,GF17
100,8:51:42,21,布吉
100,9:28:36,22,会展中心
101,14:27:13,31,333路
102,18:13:13,31,11路
102,21:43:35,31,111路
102,8:47:35,22,湖贝
102,8:37:58,21,黄贝岭
103,9:05:36,22,清湖
103,7:57:07,21,怡景
103,7:37:54,31,103路
103,18:55:54,22,民治
103,18:29:08,21,清湖
104,14:33:09,22,翠竹
104,14:21:15,21,田贝
105,18:50:27,22,None
105,10:55:54,31,M417线（融资混动）
105,18:22:39,31,M416线（融资混动）
105,18:37:52,21,后瑞
106,8:26:46,31,113路
107,10:31:25,31,334路
107,18:44:48,31,334路
107,10:25:03,31,M371
108,18:59:05,21,莲花村
108,19:13:24,22,购物公园
109,17:37:44,22,湾厦
109,17:33:44,21,东角头
109,14:57:20,21,湾厦
109,12:54:58,21,东角头
109,13:06:04,22,湾厦
109,15:03:24,22,东角头
110,7:33:42,31,B628
111,8:11:00,31,79路
111,11:37:33,31,80路
112,8:22:58,31,B702
112,18:04:02,22,侨城东
112,17:44:38,21,大新
113,7:05:02,31,328
114,18:12:20,21,车公庙
114,18:49:58,22,百鸽笼
114,8:59:33,22,车公庙
114,8:13:29,21,百鸽笼
115,8:03:09,31,369
115,17:06:17,31,22路
116,7:15:16,31,790路
116,7:34:32,31,635路
116,18:08:50,31,790路
116,17:54:20,31,882
117,8:08:52,31,50路
117,18:27:17,31,观光四线
118,8:42:19,31,M409
119,17:48:38,31,观光四线
119,7:45:17,31,356线
119,17:56:19,31,356线
120,18:32:09,31,K113路
120,8:25:19,31,113路
121,20:10:33,31,204路
121,7:29:07,31,M371
122,17:46:53,31,19路
122,7:53:57,31,M345线（非融资混动）
123,18:58:19,31,M369
123,16:22:49,31,212路
124,18:55:34,31,B691路
124,7:29:57,31,759路
125,22:16:33,21,燕南
125,23:03:39,22,东角头
125,14:20:11,31,M364
125,13:34:40,31,金沙湾旅游专线
126,20:15:03,31,209路
126,6:22:08,31,323
127,18:25:10,21,侨城东
127,18:48:32,22,登良
127,7:25:10,31,113路
128,17:41:02,22,通新岭
128,17:27:18,21,罗湖
129,21:54:48,31,80路
129,21:37:58,31,103B路
129,6:28:24,31,K113路
130,17:28:00,31,81路
130,7:41:56,31,81路
131,8:22:09,31,B702
131,18:26:39,31,B702
132,8:16:06,21,后海
132,8:41:41,22,竹子林
132,8:44:22,31,222路
132,8:10:05,31,B727
133,15:10:09,31,229路
133,10:41:04,31,70路
134,18:01:19,31,K105路
135,8:39:00,31,103B路
135,12:12:14,31,103B路
136,7:36:26,31,334路
136,18:25:35,31,334路
137,9:56:47,31,37路
138,8:28:03,31,K204路
138,18:29:15,31,K204路
138,14:14:08,22,莲花北
138,14:07:39,21,市民中心
139,10:03:14,21,登良
139,22:19:23,22,登良
139,22:14:41,21,None
139,10:07:41,22,None
140,18:27:39,31,80路
140,15:41:59,31,M371
140,8:16:37,31,22路
140,16:05:12,31,B687
140,19:37:18,31,80路
140,8:44:38,31,M371
141,20:01:13,31,332(观澜)
141,7:45:56,31,332(观澜)
142,19:01:15,22,登良
142,20:02:26,31,19路
142,8:59:36,22,国贸
142,8:00:24,21,翻身
142,18:14:25,21,国贸
142,20:24:47,31,A10
143,8:20:46,31,22路
143,12:07:21,31,22路
144,15:34:39,31,B609
144,11:44:50,31,37路
145,14:22:13,31,B737
146,20:55:47,22,东角头
146,20:22:16,21,侨香
146,12:21:42,21,东角头
146,12:48:01,22,侨香
147,8:46:04,31,M206路
147,19:19:32,31,B813
148,10:54:57,31,J1路
148,7:36:28,31,79路
148,9:42:26,31,80路
148,9:55:03,31,37路
149,10:31:32,31,M371
150,7:41:01,31,K105路
150,7:55:43,31,113路
151,14:48:26,22,侨香
151,14:14:07,21,桃园
151,8:57:07,22,侨香
151,8:29:55,21,海月
151,18:58:25,22,海月
151,18:29:44,21,侨香
152,8:43:47,31,329
153,9:33:43,31,301路
153,14:26:40,31,301路
154,14:22:54,31,22路
154,11:59:01,31,226路
154,18:00:55,31,22路
154,9:31:39,31,22路
155,18:10:31,21,购物公园
155,18:48:51,22,东角头
155,8:06:49,21,东角头
155,8:49:06,22,None
156,8:33:11,31,M418
156,8:51:09,31,B687
157,11:16:54,22,会展中心
157,10:54:08,21,大剧院
157,12:50:04,21,None
157,13:06:15,22,大剧院
157,7:25:29,21,东角头
157,8:20:07,22,大剧院
157,17:14:53,21,大剧院
157,18:06:00,22,东角头
158,15:47:24,22,机场东
158,15:48:29,31,M351路
158,14:45:42,21,海月
159,19:38:08,31,320路
159,7:56:16,31,1路
159,7:50:43,22,国贸
159,7:06:53,21,大新
159,20:30:30,22,大新
159,20:19:38,21,白石洲
160,19:57:42,31,356线
160,7:11:02,31,M355线（非融资混动）
160,20:10:56,31,301路
160,19:36:30,31,226路
161,20:22:56,31,K113路
162,15:46:44,31,213路
162,12:40:23,22,大芬
162,12:06:01,21,田贝
162,7:14:53,31,209路
162,15:15:13,31,398
163,17:06:05,31,J1路
163,8:58:01,22,海上世界
163,8:50:20,21,湾厦
164,18:45:21,31,B817
164,14:41:03,31,B817
165,16:50:48,31,B702
165,16:02:44,31,B702
165,10:26:06,31,332(观澜)
165,14:20:29,31,B702
166,10:13:00,21,景田
166,10:42:47,22,福田口岸
167,18:32:19,21,景田
167,18:51:37,22,燕南
167,17:20:58,31,213路
167,21:08:47,21,燕南
167,21:23:10,22,景田
168,15:41:15,22,福田口岸
168,16:05:08,21,福田口岸
168,15:08:10,21,世界之窗
168,16:32:18,22,世界之窗
168,16:36:28,31,66路
168,14:42:15,31,66路
169,17:07:27,31,334路
169,17:13:38,31,B605
170,18:05:42,31,B727
170,7:06:02,31,B727
171,17:17:50,31,M418
172,8:18:24,31,19路
172,17:18:10,22,海月
172,17:05:55,21,科苑
173,14:40:10,22,白石龙
173,14:01:18,21,莲花北
173,14:12:38,22,会展中心
173,14:22:32,21,None
174,10:18:42,31,B813
175,7:16:39,31,80路
175,7:46:06,31,229路
175,18:32:40,31,229路
175,19:42:25,31,80路
175,14:55:43,31,13路
176,16:53:38,21,购物公园
176,17:19:38,22,科苑
177,8:51:02,31,334路
178,8:58:52,31,328
179,9:10:24,31,B817
179,8:58:06,22,海月
179,8:03:41,21,罗湖
180,17:02:33,31,316路
180,16:15:01,31,334路
181,17:43:24,21,布心
181,17:56:27,22,布吉
181,8:14:39,21,布吉
181,8:26:24,22,草埔
181,10:01:02,21,草埔
181,14:33:06,21,龙华
181,11:00:42,22,龙华
181,15:21:35,22,布心
182,7:08:39,31,328
182,16:41:01,31,328
183,8:57:48,22,海上世界
183,8:51:22,21,东角头
184,7:38:10,31,113路
184,18:15:31,31,245路
185,9:52:33,21,灵芝
185,10:28:38,22,深圳北
185,11:51:17,22,灵芝
185,11:14:32,21,深圳北
186,7:01:47,31,B687
187,8:50:44,31,226路
187,17:13:51,31,201路
188,7:00:41,31,204路
188,18:37:33,31,22路
189,11:40:09,31,M364
189,7:58:04,31,42路
190,18:32:18,31,245路
190,17:51:47,31,324路
190,7:09:06,31,M282
190,6:20:58,31,329
191,11:49:18,31,B628
191,16:06:21,31,103路
191,15:03:32,22,益田
191,14:15:49,21,桃园
191,9:54:02,31,101路
192,22:05:31,31,观光二线
192,22:43:43,31,303
192,7:46:36,31,308路
192,8:26:37,21,草埔
192,8:46:41,22,老街
193,11:35:11,31,M299
194,10:19:22,31,37路
194,9:34:09,31,37路
194,20:02:48,22,海月
194,19:52:58,21,东角头
195,19:16:36,31,229路
195,17:23:33,21,蛇口港
195,18:39:44,22,后海
195,17:52:59,22,世界之窗
195,18:25:52,21,世界之窗
196,18:00:10,31,K113路
197,15:04:12,31,M410路
197,15:37:33,31,M410路
198,15:40:51,31,M206路
199,13:59:42,31,M214线（融资混动）
199,19:03:11,22,桃园
199,18:26:44,21,福田口岸
199,14:05:08,21,龙华
199,14:41:25,22,福田口岸
200,17:09:38,31,B817
201,22:24:15,31,M201
201,8:24:14,31,M201
201,18:53:24,22,深圳北
201,18:19:15,21,华新
202,7:18:46,31,M312
203,17:05:20,22,华新
203,16:47:37,21,罗湖
204,15:57:51,21,华新
204,15:44:35,31,216路
205,7:48:34,31,123路
205,17:54:25,31,311
206,17:19:57,31,236路
206,17:35:22,31,M347
206,8:31:44,21,益田
206,9:06:29,22,高新园
207,11:50:04,31,24路
208,12:21:55,31,B742
208,20:07:50,31,317
208,12:45:05,31,317
209,7:32:50,31,104路
209,17:41:15,31,229路
210,8:37:49,22,国贸
210,8:02:41,21,布心
210,18:42:53,21,国贸
210,19:13:03,22,布心
211,18:11:56,31,M353路
212,17:12:07,31,223路
213,18:11:23,31,B682
213,8:14:39,31,B682
214,18:14:50,22,田贝
214,18:07:43,21,晒布
214,8:29:37,31,1路
215,7:25:52,31,65路
215,17:48:23,31,13路
216,22:09:21,31,222路
216,11:13:05,31,K105路
217,10:58:39,31,64路
217,12:21:23,31,64路
218,7:24:33,31,209路
219,7:38:36,21,石厦
219,8:05:03,22,翠竹
219,17:21:31,21,翠竹
219,17:52:34,22,石厦
220,14:11:06,31,65路
221,7:38:35,31,113路
221,17:40:28,31,观光一线
222,18:45:36,31,323
222,8:26:23,31,213路
223,7:26:22,31,333路
223,17:28:57,31,333路
224,10:47:33,22,None
224,9:58:37,21,太安
225,19:26:04,31,365
225,7:56:11,31,M391
226,7:05:01,31,336路
226,16:25:15,31,336路
227,20:28:32,31,220路
227,14:07:00,31,B704
228,19:05:49,22,登良
228,18:55:56,21,科苑
228,18:32:10,31,B608
228,9:00:17,31,334路
229,17:11:11,31,30路
229,12:18:19,31,30路
230,17:44:03,31,311
230,21:09:42,31,311
231,21:14:32,22,侨香
231,21:00:52,21,红树湾
231,7:44:06,21,侨香
231,7:57:29,22,红树湾
232,9:13:40,31,218路
233,8:03:07,31,308路
233,8:42:51,31,K204路
233,18:31:21,31,M224
233,17:02:38,31,M241路
233,17:16:30,21,桃园
233,18:19:28,22,木棉湾
234,19:25:38,31,810
234,18:43:16,31,M304
234,9:06:54,31,M316
235,17:25:23,31,29路
235,21:21:32,31,29路
236,18:20:23,31,223路
236,7:47:01,31,223路
237,8:12:12,31,29路
237,9:15:19,31,29路
238,6:16:10,31,M282
238,18:15:05,31,M281
238,6:34:23,31,7路
238,17:42:34,31,M401
239,16:51:03,31,363路
240,20:19:08,22,新秀
240,8:42:51,22,坂田
240,8:08:00,21,新秀
240,19:42:16,21,坂田
241,20:48:30,31,观光一线
241,19:12:47,31,64路
241,20:37:31,22,黄贝岭
241,20:20:36,21,布心
242,19:38:24,31,387
242,18:53:08,21,世界之窗
242,19:31:53,22,黄贝岭
242,8:39:45,22,世界之窗
242,7:59:47,21,黄贝岭
242,7:45:26,31,85路
243,12:27:42,31,M290
243,13:05:22,31,14路
244,17:20:02,31,27路
244,13:07:11,31,311
244,16:46:12,21,福田口岸
244,17:14:14,22,黄贝岭
244,13:14:44,21,黄贝岭
245,17:33:09,31,B727
245,17:55:29,21,后海
245,18:18:38,22,侨香
246,7:09:47,31,372
246,11:37:33,31,203路
246,12:39:54,31,372
247,10:04:14,31,220路
248,19:24:00,31,M393
249,7:50:16,31,M403
249,18:17:27,21,None
249,18:45:16,22,木棉湾
250,17:30:14,22,怡景
250,16:39:11,21,西丽
250,16:29:37,31,226路
250,12:16:50,31,103路
250,15:12:55,22,西丽
250,14:24:50,21,怡景
250,8:06:12,31,103路
250,14:16:11,31,103B路
250,15:20:59,31,66路
250,18:18:57,31,M207
251,11:20:39,21,福民
251,11:26:27,22,福田口岸
251,10:26:37,22,福民
251,10:03:53,21,罗湖
252,8:45:38,22,None
252,8:18:40,21,大芬
252,18:31:32,22,大芬
252,18:02:27,21,大剧院
253,11:20:45,31,82路
253,11:36:26,31,307路
254,8:44:36,22,岗厦
254,8:19:11,21,高新园
254,18:40:01,31,66路
254,7:47:36,31,19路
254,18:16:58,21,岗厦
254,18:18:14,21,岗厦
254,18:39:15,22,世界之窗
255,10:19:31,31,202路
255,11:17:25,31,202路
256,17:39:09,31,10路
256,18:01:06,31,336路
256,7:41:25,31,311
257,8:18:12,31,85路
258,18:24:04,31,27路
258,9:17:01,31,69路
259,9:24:09,31,27路
259,16:53:05,31,27路
260,8:21:55,31,336路
260,17:43:25,31,K113路
261,7:10:58,31,311
262,9:28:37,31,113路
262,12:18:05,31,113路
262,14:31:10,31,113路
262,19:27:21,31,113路
263,8:50:53,31,317
263,13:28:38,31,313
263,16:03:40,31,M281
264,12:35:16,31,K113路
264,9:44:12,21,双龙
264,10:31:17,22,草埔
264,10:36:47,31,27路
265,19:49:25,22,黄贝岭
265,10:53:14,21,黄贝岭
265,19:18:49,21,民治
265,11:24:52,22,民治
265,10:44:40,31,观光一线
265,19:51:59,31,观光一线
266,13:21:43,31,218路
266,10:51:01,31,218路
267,8:13:17,31,202路
267,17:40:30,31,333路
268,18:34:11,31,336路
268,9:25:45,31,311
269,9:20:12,31,395路
269,9:34:52,21,灵芝
269,11:27:46,21,清湖
269,13:53:14,21,龙华
269,10:25:40,22,None
269,16:23:28,21,大芬
269,11:38:28,22,龙华
269,14:52:43,22,大芬
269,17:18:14,22,翻身
269,10:34:48,31,M302路
270,19:09:23,21,深圳大学
270,19:17:19,22,大新
270,8:17:47,22,深圳大学
270,8:05:23,21,大新
271,16:14:28,31,226路
272,19:04:06,31,69路
273,18:20:22,31,7路
273,13:45:51,31,352路
274,13:11:20,31,97路
274,10:38:47,31,97路
274,12:30:16,31,K113路
275,8:09:11,31,M270
275,8:00:26,31,B744
275,20:19:13,31,M270
276,9:55:47,31,111路
277,8:31:58,31,M290
277,18:46:52,31,M290
278,8:01:51,31,113路
278,20:44:32,31,113路
279,7:50:25,31,B704
279,8:15:22,31,97路
279,17:11:52,31,387
280,16:44:59,31,977
280,7:50:40,31,40路
281,20:42:04,31,14路
281,12:14:19,22,大剧院
281,12:06:16,21,燕南
281,9:14:59,21,大剧院
281,9:28:23,22,燕南
282,8:16:52,31,220路
283,12:01:24,31,M379路
283,9:52:16,31,M404
283,9:44:28,31,398
284,7:07:59,31,218路
284,17:07:56,31,27路
285,7:32:56,31,387
286,22:10:33,31,30路
286,8:24:11,31,30路
287,20:44:10,31,201路
287,16:44:41,31,334路
288,17:42:48,31,351路
288,7:04:42,31,351路
288,7:30:43,31,3路
288,17:10:46,31,3路
289,17:42:50,31,205路
289,9:13:52,31,311
290,15:13:14,31,18路
290,6:16:14,31,18路
291,8:59:28,22,黄贝岭
291,8:25:32,21,民治
291,17:55:31,21,黄贝岭
291,18:31:21,22,民治
292,8:18:09,31,374
292,17:10:08,31,373
293,15:38:17,31,观光二线
293,14:53:12,31,30路
294,7:45:11,31,B704
294,14:28:23,31,B704
295,12:14:29,31,57路
295,8:56:05,31,97路
296,13:13:45,31,214路
297,8:14:52,31,M207
297,17:50:26,21,怡景
297,18:21:21,22,五和
297,17:42:39,31,65路
297,7:39:27,21,五和
297,8:05:43,22,怡景
298,6:57:40,31,336路
298,20:02:27,31,75路
298,17:32:04,31,352路
298,19:26:54,31,M401
298,17:17:20,31,353
298,6:40:27,31,75路
299,21:01:09,21,湖贝
299,11:18:21,31,307路
299,21:30:45,22,下水径
299,21:41:29,31,307路
300,20:43:06,22,莲花北
300,20:27:44,21,福田口岸
301,21:51:46,31,309
301,13:01:54,21,荷坳
301,13:37:23,22,晒布
302,12:31:19,21,岗厦北
302,12:47:41,22,大剧院
302,14:12:48,21,大剧院
302,14:24:55,22,岗厦北
302,9:08:17,31,K113路
302,18:02:08,21,岗厦北
302,18:17:13,22,黄贝岭
303,15:55:21,22,燕南
303,12:00:19,22,后海
303,11:16:18,21,燕南
303,15:15:24,21,后海
303,10:56:55,31,8路
303,16:10:37,31,M370
304,20:26:20,21,大剧院
304,20:41:58,22,太安
305,7:34:31,21,太安
305,8:09:47,22,莲花西
305,18:54:04,21,莲花西
305,19:23:47,22,太安
306,19:49:57,31,83路
306,8:19:27,31,17路
307,18:31:12,31,61路
307,7:29:29,31,321路
308,9:03:19,31,13路
308,17:58:17,31,322路
309,8:43:56,31,M266
309,13:12:49,31,B750
310,16:15:34,31,207路
310,15:32:27,31,69路
311,17:44:43,31,60路
312,22:03:18,31,29路
313,8:22:37,21,丹竹头
313,8:46:42,22,晒布
313,17:44:47,31,357路
314,17:41:45,31,326
315,7:44:16,22,百鸽笼
315,7:25:22,21,坂田
315,17:56:33,31,B668
315,7:53:12,31,B741
315,17:47:41,22,坂田
315,17:25:30,21,布心
316,15:39:25,31,10路
316,16:18:30,31,10路
317,21:24:23,31,377
317,15:22:53,31,377
317,17:22:23,31,377
317,8:14:55,31,62路
318,15:31:28,31,391
319,18:06:47,31,209路
319,8:06:14,31,209路
320,18:28:34,31,5路
320,8:20:22,31,5路
321,18:30:35,31,9路
322,18:47:39,22,科学馆
322,18:42:42,21,大剧院
322,8:52:54,21,科学馆
322,8:58:32,22,大剧院
323,12:34:52,21,清湖
323,12:49:22,22,红山
323,10:13:48,22,清湖
323,10:00:38,21,红山
324,14:01:08,21,None
324,14:25:18,22,华强北
324,22:44:34,22,白石龙
324,22:11:11,21,华强北
325,18:46:13,21,福田
325,19:10:52,22,红树湾
326,17:13:18,31,观光四线
326,10:53:15,31,观光四线
326,12:43:46,22,福田口岸
326,12:29:21,21,岗厦
326,15:35:29,31,203路
327,15:55:52,31,102路
327,7:49:34,31,B612
327,8:08:11,21,香梅北
327,8:42:36,22,罗湖
328,19:59:09,31,M391
328,8:02:00,31,M391
329,17:51:16,21,福田口岸
329,18:19:37,22,香梅北
329,10:43:42,22,福田口岸
329,10:12:04,21,景田
330,8:04:41,31,19路
330,15:59:00,31,J1路
331,12:04:35,31,23路
331,19:13:55,31,24路
332,18:13:05,31,29路
332,11:41:37,22,黄贝岭
332,11:01:17,21,深圳北
332,11:46:47,31,27路
333,7:18:55,31,M377线（融资纯电动）
334,13:36:46,31,B847路
334,19:52:08,31,B832路
334,16:22:56,31,M400
334,12:55:46,31,B833路
334,16:58:39,31,B832路
335,19:59:06,31,GF63
335,6:53:12,31,GF63
335,7:32:08,31,36路
335,19:46:47,31,74路
336,13:30:19,31,M375线（非融资混动）
336,16:48:39,31,M375路
336,17:04:50,31,395路
336,13:23:25,31,M355线（非融资混动）
336,10:36:37,31,M381路
336,18:28:04,31,606冷巴路
337,13:53:55,31,65路
337,20:10:27,31,395路
337,19:55:09,31,80路
337,7:34:16,31,301路
337,7:57:51,31,311
338,11:32:03,31,M222
338,21:40:15,31,113路
338,12:08:36,31,328
338,21:53:24,31,M372路
339,21:49:52,31,M370
339,14:50:42,31,M371
340,22:52:56,31,333路
340,22:32:24,31,M378路
341,18:38:49,31,B742
342,9:01:45,22,灵芝
342,8:33:52,21,后瑞
342,8:18:43,31,M416路
343,21:56:04,31,M378路
343,19:05:47,31,392路
344,17:41:27,31,353
344,17:59:08,21,双龙
344,18:59:44,22,民治
345,9:01:18,31,B832路
345,16:51:08,31,B832路
346,15:54:42,22,洪浪北
346,14:52:56,21,科学馆
346,12:31:32,22,科学馆
346,11:46:58,21,新安
346,10:19:03,31,M379路
346,11:29:34,31,M379路
347,8:37:59,31,381
347,8:47:34,31,201路
347,18:16:26,31,201路
348,8:26:15,31,B662路
348,9:00:22,31,338路
348,7:38:01,31,观光三线
349,18:23:24,22,灵芝
349,18:18:01,21,兴东
349,8:12:15,21,灵芝
349,8:18:36,22,兴东
350,10:12:02,21,景田
350,18:19:52,22,香梅北
350,10:43:53,22,福田口岸
350,17:51:35,21,福田口岸
351,9:13:29,31,26路
351,19:08:07,31,326
352,8:42:14,31,606冷巴路
352,7:32:04,31,B864路
353,11:12:57,22,田贝
353,10:14:25,21,新安
353,17:29:15,21,田贝
353,18:08:21,22,深圳北
354,10:04:37,31,868
354,10:21:14,31,780路
355,10:32:21,31,605路
356,8:22:38,22,西丽
356,8:02:13,21,翻身
356,16:59:47,31,GF26
357,6:30:20,31,226路
358,18:26:15,31,63路
358,20:24:54,31,18路
359,8:16:43,31,101路
359,17:21:11,31,107路
359,7:22:19,31,212路
360,19:55:04,22,布吉
360,19:27:20,21,华强北
360,8:40:03,21,布吉
360,9:11:41,22,华强北
361,9:13:10,31,324路
361,17:19:16,31,324路
361,5:50:55,31,328
362,18:13:07,31,385
362,18:42:14,31,M348
362,7:24:47,31,353
363,21:38:06,31,B613
364,16:02:14,31,40路
364,16:24:10,21,田贝
364,16:38:13,22,大芬
364,10:25:58,31,83路
364,11:24:32,31,5路
365,20:27:12,31,385
365,19:45:39,31,64路
366,14:15:11,31,225路
366,9:01:18,31,225路
366,7:55:36,31,40路
367,17:56:03,31,836
367,8:24:28,31,M357
367,7:33:37,31,M309
368,13:22:19,31,K359路
368,15:26:49,31,K359路
368,8:09:25,31,M363
369,7:30:20,31,M364
370,18:04:55,31,353
370,19:03:40,31,818
370,6:32:38,31,366
371,18:21:52,31,M203
371,8:18:03,31,M203
372,19:41:37,31,102路
372,17:23:07,31,64路
373,21:04:58,22,太安
